route_pattern_id,route_id,direction_id,route_pattern_name,route_pattern_time_desc,route_pattern_typicality,route_pattern_sort_order,representative_trip_id
69-_-0,69,0,Lechmere Station - Harvard Square,,1,50690000,53275905
69-_-1,69,1,Harvard Square - Lechmere Station,,1,50690100,53275904
69-1-1,69,1,Cambridge St & Felton St - Lechmere Station,School days only,3,50690104,53144223
70-6-0,70,0,University Park - Market Place Dr,,1,50700000,53277029
70-8-0,70,0,University Park - Waltham Center,,2,50700004,53277028
70-5-0,70,0,University Park - Cedarwood,Weekdays only,3,50700008,53277038
70-2-0,70,0,"Central Square, Cambridge - Watertown Square",Late nights only,3,50700011,53277112
70-6-1,70,1,Market Place Dr - University Park,,1,50700100,53277030
70-8-1,70,1,Waltham Center - University Park,,1,50700104,53277027
70-5-1,70,1,Cedarwood - University Park,Weekdays only,3,50700108,53277033
70-3-1,70,1,"Waltham Center - Central Square, Cambridge",Late nights only,3,50700111,53277111
71-2-0,71,0,"Harvard Station, Upper Busway - Watertown Square",,1,50710000,53277248
71-3-0,71,0,Harvard Square - Aberdeen Ave,AM peak hours only,3,50710004,53276551
71-5-1,71,1,Watertown Square - Harvard Station (Omits Cambridge Common),,1,50710100,53277250
71-1-1,71,1,Watertown Square - Harvard Station (Omits Cambridge Common),Weekdays only,2,50710104,53277253
71-3-1,71,1,Aberdeen Ave - Harvard Square,Weekdays only,3,50710106,53276563
73-2-0,73,0,"Harvard Station, Upper Busway - Waverley Square",,1,50730000,53277246
73-5-1,73,1,Waverley Square - Harvard Station (Omits Cambridge Common),,1,50730100,53277244
73-1-1,73,1,Waverley Square - Harvard Station (Omits Cambridge Common),Weekdays only,2,50730104,53277300
74-1-0,74,0,Harvard Station - Belmont Center,,1,50740000,53276584
74-1-1,74,1,Belmont Center - Harvard Station,,1,50740100,53276582
75-1-0,75,0,Harvard Station - Belmont Center,,1,50750000,53276583
75-2-0,75,0,Harvard Station - Aberdeen Ave,Weekdays only,2,50750004,53276561
75-1-1,75,1,Belmont Center - Harvard Station,,1,50750100,53276585
75-2-1,75,1,Aberdeen Ave - Harvard Station,AM peak hours only,2,50750104,53276550
76-_-0,76,0,Alewife Station - Lincoln Lab via Hanscom Civil Air Terminal,Weekdays only,1,50760000,53277614
76-3-0,76,0,Alewife Station - Lincoln Lab,Weekdays only,2,50760003,53277623
76-3-1,76,1,Lincoln Lab - Alewife Station via Hanscom Civil Air Terminal,Weekdays only,1,50760100,53277621
76-_-1,76,1,Lincoln Lab - Alewife Station,Weekdays only,1,50760102,53277616
77-_-0,77,0,Harvard Station - Arlington Heights,,1,50770000,53276807
77-_-1,77,1,Arlington Heights - Harvard Station,,1,50770100,53276809
77-1-1,77,1,Appleton St & Massachusetts Ave - Harvard Station,School days only,3,50770104,53143679
78-1-0,78,0,Harvard Station - Arlmont Village,,1,50780000,53276577
78-1-1,78,1,Arlmont Village - Harvard Station,,1,50780100,53276578
80-_-0,80,0,Lechmere Station - Arlington Center,,1,50800000,53276176
80-_-1,80,1,Arlington Center - Lechmere Station,,1,50800100,53276175
83-1-0,83,0,"Central Square, Cambridge - Rindge Ave",,1,50830000,53276017
83-2-0,83,0,Broadway & Felton St - Rindge Ave,School days only,3,50830004,53144921
83-1-1,83,1,"Rindge Ave - Central Square, Cambridge",,1,50830100,53276016
85-_-0,85,0,Kendall/MIT Station - Spring Hill,Weekdays only,1,50850000,53275592
85-_-1,85,1,Spring Hill - Kendall/MIT Station,Weekdays only,1,50850100,53275590
86-_-0,86,0,Reservoir Station - Sullivan Square Station,,1,50860000,53276404
86-_-1,86,1,Sullivan Square Station - Reservoir Station,,1,50860100,53276403
87-2-0,87,0,Lechmere Station - Arlington Center,,1,50870000,53275679
87-_-0,87,0,Lechmere Station - Clarendon Hill,,2,50870004,53275727
87-2-1,87,1,Arlington Center - Lechmere Station,,1,50870100,53275678
87-_-1,87,1,Clarendon Hill - Lechmere Station,,2,50870104,53275728
88-_-0,88,0,Lechmere Station - Clarendon Hill,,1,50880000,53275676
88-1-0,88,0,Highland Ave & School St - Clarendon Hill,School days only,3,50880004,53144902
88-_-1,88,1,Clarendon Hill - Lechmere Station,,1,50880100,53275677
89-2-0,89,0,Sullivan Square Station - Davis Station,,1,50890000,53480241
89-_-0,89,0,Sullivan Square Station - Clarendon Hill,Weekdays only,2,50890004,53480247
89-2-1,89,1,Davis Station - Sullivan Square Station,,1,50890100,53480240
89-_-1,89,1,Clarendon Hill - Sullivan Square Station,Weekdays only,2,50890104,53480248
8993-_-0,8993,0,Haymarket Station - Clarendon Hill,Sunday early mornings only,1,50891000,53488779
8993-_-1,8993,1,Clarendon Hill - Haymarket Station,Early mornings only,1,50891100,53478389
90-_-0,90,0,Assembly Row - Davis Station,,1,50900000,53480261
90-_-1,90,1,Davis Station - Assembly Row,,1,50900100,53480262
91-_-0,91,0,"Sullivan Square Station - Central Square, Cambridge",,1,50910000,53479559
91-_-1,91,1,"Central Square, Cambridge - Sullivan Square Station",,1,50910100,53479558
92-3-0,92,0,Downtown - Sullivan Square Station (Detour),,1,50920000,53480285
92-_-0,92,0,Haymarket Station - Sullivan Square Station,,3,50920004,53478545
92-4-1,92,1,Sullivan Square - Devonshire St @ Milk St,,1,50920100,53480279
92-_-1,92,1,Sullivan Square Station - Haymarket Station,,3,50920103,53478549
93-1-0,93,0,Downtown - Sullivan Square Station,,1,50930000,53480280
93-2-0,93,0,Downtown - Sullivan Square Station via Navy Yard,Weekdays only,2,50930004,53478564
93-_-0,93,0,Haymarket Station - Sullivan Square Station,,3,50930007,53478645
93-5-1,93,1,Sullivan Square Station - Downtown (Detour),,1,50930100,53480281
93-6-1,93,1,Sullivan Square Station - Downtown via Navy Yard (Detour),Weekdays only,2,50930103,53480293
93-_-1,93,1,Sullivan Square Station - Haymarket Station,,3,50930105,53478644
93-4-1,93,1,Bunker Hill St at Concord St - Haymarket Station,School days only,3,50930108,53436987
94-1-0,94,0,Davis Station - Medford Square,,1,50940000,53480384
94-2-0,94,0,Davis Station - Medford Square via Medford HS,AM peak hours only,3,50940004,53480386
94-1-1,94,1,Medford Square - Davis Station,,1,50940100,53480542
95-3-0,95,0,Sullivan Square Station - Arlington Center,,1,50950000,53480713
95-_-0,95,0,Sullivan Square Station - West Medford,,1,50950004,53480710
95-5-0,95,0,Fellsway Garage - West Medford via Winthrop St,School days only,3,50950008,53435277
95-2-0,95,0,Fellsway Garage - West Medford,Weekday early mornings only,3,50950010,53480418
95-3-1,95,1,Arlington Center - Sullivan Square Station,,1,50950100,53480337
95-_-1,95,1,West Medford - Sullivan Square Station,,1,50950104,53480336
95-5-1,95,1,West Medford - Fellsway Garage via Winthrop St,School days only,3,50950108,53435664
96-_-0,96,0,Harvard Station - Medford Square,,1,50960000,53480298
96-_-1,96,1,Medford Square - Harvard Station,,1,50960100,53480543
97-5-0,97,0,Wellington Station - Malden Center Station,,1,50970000,53480743
97-5-1,97,1,Malden Center Station - Wellington Station,,1,50970100,53480465
99-7-0,99,0,Wellington Station - Woodland Rd,,1,50990000,53480745
99-8-0,99,0,Wellington Station - Woodland Rd via Gateway Center,,3,50990004,53481535
99-7-1,99,1,Woodland Rd - Wellington Station,,1,50990100,53480734
99-8-1,99,1,Woodland Rd - Wellington Station via Gateway Center,,3,50990104,53481536
100-3-0,100,0,Wellington Station - Elm St,,1,51000000,53480742
100-1-0,100,0,Wellington Station - Roosevelt Circle,Evenings only,3,51000004,53488795
100-3-1,100,1,Elm St - Wellington Station,,1,51000100,53480407
100-1-1,100,1,Roosevelt Circle - Wellington Station,Evenings only,3,51000104,53488799
101-3-0,101,0,Sullivan Square Station - Malden Center Station,,1,51010000,53480299
101-2-0,101,0,Main St & Henry St - Winthrop St & Brooks St,School days only,3,51010004,53436989
101-3-1,101,1,Malden Center Station - Sullivan Square Station,,1,51010100,53480301
101-8-1,101,1,Winthrop St & Brooks St - Sullivan Square Station,School days only,3,51010104,53435191
104-_-0,104,0,Sullivan Square Station - Malden Center Station,,1,51040000,53478772
104-_-1,104,1,Malden Center Station - Sullivan Square Station,,1,51040100,53478773
105-1-0,105,0,Sullivan Square Station - Malden Center Station,,1,51050000,53480712
105-1-1,105,1,Malden Center Station - Sullivan Square Station,,1,51050100,53480463
106-_-0,106,0,Wellington Station - Lebanon Loop,,1,51060000,53480746
106-4-0,106,0,Malden Center Station - Lebanon Loop,Evenings only,3,51060004,53478899
106-3-1,106,1,Lebanon Loop - Wellington Station via Sylvan St,,1,51060100,53480428
106-_-1,106,1,Lebanon Loop - Wellington Station,Weekday evenings only,3,51060104,53480443
106-4-1,106,1,Lebanon Loop - Malden Center Station,Evenings only,3,51060106,53488793
108-6-0,108,0,Wellington Station - Linden Square,,1,51080000,53480740
108-7-0,108,0,Malden Center Station - Linden Square,School days only,3,51080004,53437286
108-2-0,108,0,Salem St & Sprague St - Linden Square,School days only,3,51080006,53435546
108-6-1,108,1,Linden Square - Wellington Station,,1,51080100,53480447
108-7-1,108,1,Linden Square - Malden Center Station,Weekdays only,3,51080104,53480448
109-_-0,109,0,Sullivan Square Station - Linden Square,,1,51090000,53478922
109-_-1,109,1,Linden Square - Sullivan Square Station,,1,51090100,53478921
110-_-0,110,0,Wellington Station - Wonderland Station,,1,51100000,53479625
110-4-0,110,0,Wellington Station - Broadway & Park Ave,,2,51100004,53479632
110-2-0,110,0,Wellington Station - Woodlawn,,3,51100008,53479630
110-_-1,110,1,Wonderland Station - Wellington Station,,1,51100100,53479626
110-4-1,110,1,Broadway & Park Ave - Wellington Station,,2,51100104,53479624
111-5-0,111,0,Haymarket Station - Woodlawn,,1,51110000,53479059
111-5-1,111,1,Woodlawn - Haymarket Station,,1,51110100,53479061
112-_-0,112,0,Wood Island Station - Wellington Station via Mystic Mall,,1,51120000,53479730
112-_-1,112,1,Wellington Station - Wood Island Station via Mystic Mall,,1,51120100,53479748
114-1-0,114,0,Maverick Station - Mystic Mall,Weekdays only,1,51140000,53443328
114-1-1,114,1,Mystic Mall - Maverick Station,Weekdays only,1,51140100,53443329
116-4-0,116,0,Maverick Station - Wonderland Station,,1,51160000,53443721
116-9-0,116,0,Broadway & Central Ave - Wonderland Station,Sunday early mornings only,3,51160004,53410130
116-4-1,116,1,Wonderland Station - Maverick Station,,1,51160100,53443720
117-5-0,117,0,Maverick Station - Wonderland Station,,1,51170000,53443728
117-1-0,117,0,"Haymarket Station - Logan Airport, Terminal C",Early mornings only,3,51170004,53443965
117-3-0,117,0,Haymarket Station - Lynn Bus Garage via Maverick Station,Late nights only,3,51170007,53443960
117-2-0,117,0,Haymarket Station - Maverick Station,Sunday early mornings only,3,51170010,53410065
117-5-1,117,1,Wonderland Station - Maverick Station,,1,51170100,53443738
117-3-1,117,1,Lynn Bus Garage - Haymarket Station via Maverick Station,Early mornings only,3,51170104,53443739
117-8-1,117,1,Broadway & Central Ave - Haymarket Station,Early mornings only,3,51170107,53443964
117-_-1,117,1,Wonderland Station - Haymarket Station,Sunday early mornings only,3,51170110,53410129
119-1-0,119,0,Beachmont Station - Northgate Shopping Center,Weekdays only,1,51190000,53443347
119-3-0,119,0,Beachmont Station - Northgate Shopping Ctr via Tomasello Way,,1,51190003,53443356
119-1-1,119,1,Northgate Shopping Center - Beachmont Station,Weekdays only,1,51190100,53443346
119-3-1,119,1,Northgate Shopping Ctr - Beachmont Station via Tomasello Way,,1,51190103,53443354
120-2-0,120,0,Maverick Station - Orient Heights Station via Wood Island,,1,51200000,53443463
120-6-0,120,0,Orient Heights Station - Orient Heights Station,School days only,3,51200004,53403331
120-2-1,120,1,Orient Heights Station - Maverick Station via Jeffries Point,,1,51200100,53443465
120-1-1,120,1,Orient Heights Station - Maverick Station,School days only,3,51200104,53403329
121-2-0,121,0,Maverick Station - Eagle Square,Weekdays only,1,51210000,53443383
121-_-0,121,0,Maverick Station - Wood Island Station,Weekday mornings only,2,51210003,53443399
121-2-1,121,1,Eagle Square - Maverick Station,Weekdays only,1,51210100,53443384
121-_-1,121,1,Wood Island Station - Maverick Station,Weekday mornings only,2,51210102,53443398
131-1-0,131,0,Malden Center - Melrose Highlands Station via East Side,Weekdays only,1,51310000,53480466
131-1-1,131,1,Melrose Highlands - Malden Center Station via East Side,Weekdays only,1,51310100,53480585
132-_-0,132,0,Malden Center Station - Redstone Shopping Center,,1,51320000,53480458
132-_-1,132,1,Redstone Shopping Center - Malden Center Station,,1,51320100,53480625
134-3-0,134,0,Wellington Station - North Woburn via Trade Center,Weekdays only,1,51340000,53480741
134-6-0,134,0,Wellington Station - Winthrop St & Playstead Rd,,2,51340002,53479540
134-5-0,134,0,Wellington Station - North Woburn,,2,51340005,53480739
134-2-0,134,0,Wellington - North Woburn via Trade Ctr & Veterans Ctr,Weekday middays only,3,51340009,53480759
134-7-0,134,0,Wellington Station - Medford Square,,3,51340011,53489439
134-4-0,134,0,Middlesex Ave - Winthrop St & Brooks St,School days only,3,51340013,53435404
134-9-0,134,0,Wellington Station - Woburn Square,Sundays only,3,51340015,53489483
134-3-1,134,1,North Woburn - Wellington Station via Trade Center,Weekdays only,1,51340100,53480593
134-6-1,134,1,Winthrop St & Playstead Rd - Wellington Station,,2,51340102,53479539
134-5-1,134,1,North Woburn - Wellington Station,,2,51340105,53480592
134-4-1,134,1,Winthrop St & Brooks St - Middlesex Ave,School days only,3,51340109,53435666
134-7-1,134,1,Medford Square - Wellington Station,,3,51340111,53489440
134-2-1,134,1,North Woburn - Wellington via Trade Ctr & Veterans Ctr,Weekday middays only,3,51340113,53479890
134-9-1,134,1,Woburn Square - Wellington Station,Sundays only,3,51340115,53489476
137-7-0,137,0,Malden Center - Lincoln St @ Reading Depot,,1,51370000,53480457
137-6-0,137,0,Oak Grove Busway - Lincoln St @ Reading Depot,Weekdays only,1,51370004,53480603
137-4-0,137,0,Malden Center - Main St @ Water St,,3,51370007,53435373
137-7-1,137,1,Lincoln St @ Reading Depot - Malden Center,,1,51370100,53480643
137-6-1,137,1,Lincoln St @ Reading Depot - Oak Grove Busway,Weekdays only,1,51370104,53480644
137-4-1,137,1,Main St @ Water St - Malden Center,,3,51370107,53435606
171-_-0,171,0,Nubian Station - Logan Airport Terminals,Early mornings only,1,51710000,53542215
201-9-0,201,0,Fields Corner - Keystone Apt via Puritan Mall & Neponset Ave,,1,52010000,53412659
201-_-0,201,0,Fields Corner - Adams St & Gallivan Blvd via Neponset Ave,,2,52010003,53412661
201-8-0,201,0,Fields Corner Station - Keystone Apts via Neponset Ave,Weekdays only,2,52010007,53412674
201-8-1,201,1,Keystone Apts - Fields Corner Station via Adams St,,1,52010100,53412662
201-_-1,201,1,Adams St & Gallivan Blvd - Fields Corner via Adams St,,2,52010103,53412663
201-1-1,201,1,Adams St & Gallivan Blvd - Fields Corner via Adams St,School days only,3,52010107,53314267_1
202-5-0,202,0,Fields Corner Station - Keystone Apts via Adams St,Weekdays only,1,52020000,53412670
202-A-0,202,0,Fields Corner - Adams St & Gallivan Blvd via Adams St,School days only,2,52020003,53164978_2
202-6-1,202,1,Keystone Apts - Fields Corner Station via Neponset Ave,Weekdays only,1,52020100,53412660
210-3-0,210,0,Fields Corner Station - Quincy Center Station,Weekdays only,1,52100000,53412109
210-_-0,210,0,North Quincy Station - Quincy Center Station,,2,52100003,53412009
210-1-0,210,0,Fields Corner Station - Braintree Station,Late nights only,3,52100007,53412108
210-3-1,210,1,Quincy Center Station - Fields Corner Station,Weekdays only,1,52100100,53412115
210-_-1,210,1,Quincy Center Station - North Quincy Station,,3,52100103,53411969
211-_-0,211,0,Squantum - Quincy Center Station,,1,52110000,53412150
211-_-1,211,1,Quincy Center Station - Squantum,,1,52110100,53412136
211-1-1,211,1,Hollis Ave & Newbury Ave - Squantum,School days only,3,52110104,53410555
211-3-1,211,1,E Squantum St & Newbury Ave - Squantum,School days only,3,52110106,53410558
211-9-1,211,1,Hancock St & St Anns Rd - Squantum,School days only,3,52110108,53410557
215-1-0,215,0,Ashmont Station - Quincy Center Station,,1,52150000,53412233
215-3-0,215,0,Fields Corner Station - Quincy Center Station,Sundays only,3,52150004,53417006
215-2-0,215,0,Adams St & Robertson St - Quincy Center Station,School days only,3,52150006,53410554
215-_-0,215,0,North Quincy Station - Quincy Center Station,Early mornings only,3,52150008,53412239
215-1-1,215,1,Quincy Center Station - Ashmont Station,,1,52150100,53412230
215-3-1,215,1,Quincy Center Station - Fields Corner Station,Sundays only,3,52150104,53417034
215-7-1,215,1,Quincy Center Station - East Milton Square,School days only,3,52150106,53410505
215-_-1,215,1,Quincy Center Station - North Quincy Station,Early mornings only,3,52150108,53412280
216-2-0,216,0,Quincy Center Station - Houghs Neck via Germantown,,1,52160000,53412290
216-4-0,216,0,Quincy Center - Houghs Neck via McGrath Hwy & Germantown,,2,52160004,53412365
216-5-0,216,0,Coddington St & Newcomb St - Houghs Neck via Germantown,School days only,3,52160007,53411222
216-1-0,216,0,Calvin Rd & Moffat Rd - Houghs Neck,School days only,3,52160009,53410892
216-6-0,216,0,Calvin Rd & Moffat Rd - Germantown,School days only,3,52160011,53410876
216-_-1,216,1,Houghs Neck - Quincy Center Station,,1,52160100,53412293
216-4-1,216,1,Houghs Neck - Quincy Center Station via McGrath Hwy,,2,52160104,53412292
217-8-0,217,0,Ashmont Station - Quincy Center Station via North Quincy,Weekdays only,1,52170000,53411977
217-1-0,217,0,Ashmont - Quincy Center via North Quincy & Hollis Ave,AM peak hours only,2,52170002,53411986
217-8-1,217,1,Quincy Center Station - Ashmont Station via North Quincy,Weekdays only,1,52170100,53411976
217-2-1,217,1,Hollis Ave & Newbury Ave - Bryant Ave & Upton St,School days only,2,52170103,53410585
220-3-0,220,0,Quincy Center Station - Hingham Depot,,1,52200000,53412690
220-4-0,220,0,Quincy Center Station - Hingham Depot via Hingham Center,Weekdays only,2,52200004,53412725
220-3-1,220,1,Hingham Depot - Quincy Center Station,,1,52200100,53412771
222-9-0,222,0,Quincy Center Station - Pleasant St & Washington St,,1,52220000,53411937
222-_-0,222,0,Quincy Center Station - East Weymouth,,1,52220004,53411929
222-_-1,222,1,East Weymouth - Quincy Center Station,,1,52220100,53411930
222-9-1,222,1,Pleasant St & Washington St - Quincy Center Station,,1,52220104,53411938
225-1-0,225,0,Quincy Center Station - Weymouth Landing via South St,,1,52250000,53412013
225-_-0,225,0,Quincy Center Station - Weymouth Landing via Quincy Ave,,1,52250004,53412018
225-1-1,225,1,Weymouth Landing - Quincy Center Station via South St,,1,52250100,53412016
225-_-1,225,1,Weymouth Landing - Quincy Center Station via Quincy Ave,,1,52250104,53412015
226-_-0,226,0,Braintree Station - Columbian Square,,1,52260000,53412032
226-_-1,226,1,Columbian Square - Braintree Station,,1,52260100,53412014
230-3-0,230,0,Quincy Center Station - Montello Station,,1,52300000,53412174
230-4-0,230,0,Braintree Station - Montello Station,Weekday early mornings only,3,52300004,53412225
230-3-1,230,1,Montello Station - Quincy Center Station,,1,52300100,53412175
230-4-1,230,1,Montello Station - Braintree Station,Weekday early mornings only,3,52300104,53412182
236-2-0,236,0,Quincy Center Station - South Shore Plaza,,1,52360000,53411933
236-3-0,236,0,Quincy Center Station - Braintree Station,Mornings only,3,52360004,53411970
236-2-1,236,1,South Shore Plaza - Quincy Center Station,,1,52360100,53411934
236-3-1,236,1,Braintree Station - Quincy Center Station,Mornings only,2,52360104,53411971
238-9-0,238,0,Quincy Center Station - Holbrook/Randolph Station,Weekdays only,1,52380000,53412376
238-7-0,238,0,Quincy Center Station - Crawford Square,,2,52380003,53412379
238-3-0,238,0,Quincy Center Station - Avon Square,,3,52380006,53412423
238-5-0,238,0,Quincy Center - Crawford Square (Omits South Shore Plaza),Sunday early mornings only,3,52380009,53417325
238-9-1,238,1,Holbrook/Randolph Station - Quincy Center Station,Weekdays only,1,52380100,53412372
238-7-1,238,1,Crawford Square - Quincy Center Station,,2,52380103,53412374
238-3-1,238,1,Avon Square - Quincy Center Station,Sundays only,3,52380106,53417302
240-1-0,240,0,Ashmont Station - Avon Square,,1,52400000,53412381
240-9-0,240,0,Ashmont Station - Holbrook/Randolph Station,Weekdays only,1,52400004,53412384
240-_-0,240,0,Ashmont Station - Crawford Square,,3,52400007,53412428
240-1-1,240,1,Avon Square - Ashmont Station,,1,52400100,53412371
240-9-1,240,1,Holbrook/Randolph Station - Ashmont Station,Weekdays only,2,52400104,53412375
240-_-1,240,1,Memorial Pkwy - Ashmont Station,,2,52400106,53412432
240-3-1,240,1,Holbrook/Randolph Station - North Randolph,Weekday evenings only,3,52400110,53412416
240-2-1,240,1,Crawford Square - North Randolph,,3,52400112,53412420
245-_-0,245,0,Mattapan Station - Quincy Center Station via Edge Hill Rd,Weekdays only,1,52450000,53411973
245-8-0,245,0,Mattapan - Quincy Center via Alleyne St & Edge Hill Rd,AM peak hours only,2,52450003,53411966
245-_-1,245,1,Quincy Center Station - Mattapan Station via Edge Hill Rd,Weekdays only,1,52450100,53411965
245-5-1,245,1,Hancock St & St Anns Rd - Newport Ave & Beale St,School days only,3,52450102,53410556
350-5-0,350,0,Alewife Station - North Burlington via Burlington Mall,,1,53500000,53276313
350-4-0,350,0,Alewife Station - North Burlington,,2,53500004,53276311
350-8-0,350,0,Alewife Station - Northwest Park,Weekday early mornings only,3,53500008,53276387
350-5-1,350,1,North Burlington - Alewife Station via Burlington Mall,,1,53500100,53276312
350-4-1,350,1,North Burlington - Alewife Station,,3,53500104,53216877
351-_-0,351,0,Third Ave - Bedford Woods Dr,Weekdays only,1,53510000,53276299
351-1-0,351,0,Third Ave - Bedford Woods Dr via EMD Serono,Weekdays only,1,53510002,53276349
351-1-1,351,1,Bedford Woods Dr - Third Ave via EMD Serono,Weekdays only,1,53510100,53276301
351-_-1,351,1,Bedford Woods Dr - Third Ave,Weekdays only,1,53510102,53276348
354-4-0,354,0,"State St, Boston - North Burlington via West Cummings Park",Weekdays only,1,53540000,53480699
354-6-0,354,0,"State St, Boston - North Burlington via Medford Sq & West Cummings Park",Weekdays only,2,53540003,53480694
354-4-1,354,1,"North Burlington - State St, Boston via West Cummings Park",Weekdays only,1,53540100,53480366
354-6-1,354,1,"North Burlington - State St, Boston via West Cummings Park & Medford Sq",Weekdays only,1,53540103,53480376
411-9-0,411,0,Malden Center Station - Jack Satter House via Kennedy Dr,,1,54110000,53480488
411-1-0,411,0,Malden Center Station - Kennedy Dr,Weekdays only,1,54110003,53480460
411-9-1,411,1,Jack Satter House - Malden Center Station via Kennedy Dr,,1,54110100,53480673
411-1-1,411,1,Kennedy Dr - Malden Center Station,Weekdays only,1,54110103,53480419
424-6-0,424,0,Wonderland Station - Eastern Ave & Essex St,Weekdays only,1,54240000,53443201
424-6-1,424,1,Eastern Ave & Essex St - Wonderland Station,Weekday mornings only,1,54240100,53443197
426-_-0,426,0,"Haymarket Station - Central Square, Lynn",Weekdays only,1,54260000,53419646
426-7-0,426,0,"Wonderland Station - Central Square, Lynn via Silsbee St",,2,54260003,53419652
426-2-0,426,0,"O'Callaghan Way & Holyoke St - Central Square, Lynn",School days only,3,54260006,53403322
426-3-0,426,0,"O'Callaghan Way & Fecteau Way - Central Square, Lynn",School days only,3,54260008,53403333
426-5-0,426,0,"Haymarket Station - Central Square, Lynn via Bell Cir",Weekday late nights only,3,54260010,53443459
426-_-1,426,1,"Central Square, Lynn - Haymarket Station",Weekdays only,1,54260100,53419640
426-7-1,426,1,"Central Square, Lynn - Wonderland Station",,2,54260103,53419644
428-_-0,428,0,Haymarket Station - Oaklandvale,Weekdays only,1,54280000,53444011
428-_-1,428,1,Oaklandvale - Haymarket Station,Weekday mornings only,1,54280100,53444008
429-_-0,429,0,Central Sq - Northgate Ctr via Square One & Garfield Ave,,1,54290000,53443312
429-1-0,429,0,"Central Sq, Lynn - Northgate Shopping Ctr via Garfield Ave",Weekday mornings only,2,54290004,53443309
429-3-0,429,0,"Central Square, Lynn - O'Callaghan Way & Fecteau Way",School days only,2,54290007,53403317
429-2-0,429,0,"Central Sq, Lynn - Northgate Shopping Ctr via Square One",Evenings only,3,54290009,53443319
429-5-0,429,0,Neptune Towers - O'Callaghan Way & Osborne St,School days only,3,54290012,53403327
429-_-1,429,1,Northgate Ctr - Central Sq via Square One & Garfield Ave,,1,54290100,53443299
429-1-1,429,1,"Northgate Shopping Ctr - Central Sq, Lynn via Garfield Ave",Weekday mornings only,2,54290104,53443295
429-3-1,429,1,"O'Callaghan Way & Fecteau Way - Central Square, Lynn",School days only,3,54290107,53403332
429-2-1,429,1,"Northgate Shopping Ctr - Central Sq, Lynn via Square One",Evenings only,3,54290109,53443306
429-4-1,429,1,"O'Callaghan Way & Holyoke St - Central Square, Lynn",School days only,3,54290112,53403323
430-1-0,430,0,Malden Center Station - Saugus Center,,1,54300000,53480481
430-6-0,430,0,Malden Center Station - Saugus Center (Omits Square One),Weekday mornings only,2,54300004,53480459
430-7-0,430,0,Salem St & Sprague St - Square One Mall,School days only,3,54300007,53435545
430-2-0,430,0,Malden Center Station - Saugus Center via Kennedy Dr,Weekday evenings only,3,54300009,53479519
430-1-1,430,1,Saugus Center - Malden Center Station,,1,54300100,53480684
430-6-1,430,1,Saugus Center - Malden Center Station (Omits Square One),Weekday mornings only,2,54300104,53480680
430-2-1,430,1,Saugus Center - Malden Center Station via Kennedy Dr,Weekday evenings only,3,54300106,53479517
435-8-0,435,0,Neptune Towers - Salem Depot,,1,54350000,53443248
435-7-0,435,0,"Central Square, Lynn - Salem Depot",,2,54350003,53443251
435-6-0,435,0,Neptune Towers - Liberty Tree Mall,Sundays only,3,54350007,53410033
435-_-0,435,0,"Central Square, Lynn - Liberty Tree Mall",Sundays only,3,54350009,53410043
435-8-1,435,1,Salem Depot - Neptune Towers,,1,54350100,53443253
435-7-1,435,1,"Salem Depot - Central Square, Lynn",,2,54350103,53443256
435-6-1,435,1,Liberty Tree Mall - Neptune Towers,Sundays only,3,54350107,53410034
435-_-1,435,1,"Liberty Tree Mall - Central Square, Lynn via Danvers Square",Sundays only,3,54350109,53410036
436-_-0,436,0,"Central Square, Lynn - Liberty Tree Mall",,1,54360000,53443261
436-1-0,436,0,"Central Square, Lynn - North Shore Mall",Weekday mornings only,2,54360003,53443279
436-2-0,436,0,"Central Square, Lynn - Goodwins Circle",,3,54360006,53443286
436-3-0,436,0,Neptune Towers - Goodwins Circle,School days only,3,54360009,53403328
436-_-1,436,1,"Liberty Tree Mall - Central Square, Lynn",,1,54360100,53443269
436-1-1,436,1,"North Shore Mall - Central Square, Lynn",Weekdays only,2,54360104,53443283
436-3-1,436,1,Goodwins Circle - Neptune Towers,Weekday mornings only,3,54360106,53443287
436-8-1,436,1,Broadway & Conomo Ave - Lynn Bus Garage,School days only,3,54360108,53403316
436-9-1,436,1,Goodridge St & Memorial Park Ave - Lynn Bus Garage,School days only,3,54360110,53403321
436-2-1,436,1,"Goodwins Circle - Central Square, Lynn",Mornings only,3,54360112,53408521
439-_-0,439,0,"Central Square, Lynn - Nahant",Weekdays only,1,54390000,53443327
439-3-0,439,0,Wonderland Station - Nahant,Weekdays only,1,54390003,53443421
439-3-1,439,1,Nahant - Wonderland Station,Weekdays only,1,54390100,53443412
439-_-1,439,1,"Nahant - Central Square, Lynn",Weekdays only,2,54390103,53443326
441-7-0,441,0,Wonderland Station - Marblehead via Paradise Rd,,1,54410000,53443576
441-5-0,441,0,Wonderland - Marblehead via Paradise Rd (Omits Point of Pines),Weekdays only,2,54410004,53443575
441-9-0,441,0,Lynn Bus Garage - Marblehead via Paradise Rd,Early mornings only,3,54410006,53443693
441-7-1,441,1,Marblehead - Wonderland Station via Paradise Rd,,1,54410100,53443588
441-5-1,441,1,Marblehead - Wonderland via Paradise Rd (Omits Point of Pines),Weekdays only,2,54410103,53443583
441442-1-0,441442,0,"Wonderland Station - Ocean St, Lynn",,1,54411000,53443571
